player_name,elo,averagetime,besttime,wins,losses
ExtremeCrazyLarp,606,2402458.714,1601461,16,4
Danito,673,1799335.667,1383358,13,4
asianly,629,1387569.5,1247769,15,12
OliverSch,809,1773743.259,1042345,53,25
Krodigey,661,1576878.375,982490,30,48
RickPLZ,906,1990594.938,1039112,126,92
Flyty14,603,1949458.72,1218642,96,75
BigLobster101,868,1720774,925777,62,43
notSassicc,853,1396711.571,846144,139,119
jporh,1059,1234171.676,775063,149,133
SYPRAA,617,2135854.5,1945383,28,24
vVeracity,568,1988581.333,1557892,29,27
Poggerrrs,581,2054703.5,1738263,20,15
JIMMYZ_ON_NOW,669,2368053,1592859,38,24
DeadEyes99,487,3013947.8,2224748,13,10
RoarRyanator,524,2271252.667,1447367,17,14
PilotThrone32,711,2035903.667,1262864,70,33
Nugget223,793,1939283.303,1230763,88,60
TheLittlePotato,974,1253889.415,894854,122,130
Lowfic,961,1232848.392,819329,155,151
DEFALLEH,1516,687639.6111,522124,22,12
sylvee_,528,2554217,2554217,14,15
Lava_Real,945,1191194.45,839624,452,507
lightlaser,928,1236089.917,808411,49,63
ChowChickHen,1070,1531124.769,946538,122,120
Federer1226,636,2679030,2679030,13,10
Gorbeeno,636,1776945.5,1417230,24,16
ColumbeanReactor,543,1956621,1956621,4,2
strongcrafter82,967,1223216.208,855143,73,79
FreeRun4Life,310,3380037.667,2241010,11,9
TM17,1008,1233145.717,850256,200,190
Skadi7,768,1350442.444,898088,51,52
2_xxjj,1257,933378.2284,635652,445,427
captainwoook,625,2365448.111,1820045,57,47
Arcxive,660,1438857.478,920270,80,72
SardisInd,232,2232219,2232219,35,46
raddlez,1153,1136739.13,785918,134,115
iamashoebox,697,2150430.15,1433316,37,20
amendedapple,579,2280976.444,1532488,44,31
HotalZoe,841,1163006.895,862759,67,70
testdummy101,1229,1165859.129,763146,58,47
AirEggg,610,2159814,1895878,27,23
PotterB055,660,1736673.875,1210725,75,43
Firestqr,1014,1758840.172,1106513,72,48
fox1ebtw,1209,946801.9114,649027,344,355
RARI0223,319,1869022.5,1807334,51,64
DezyDaBoss,664,1382239.333,1272726,14,8
Holzkopf_01010,,2590787,2590787,4,0
PandaRuns,1551,825872.4987,485432,1431,1407
rijju,773,1471522.75,1063667,52,51
ExilationDev,752,1726313.375,895731,17,9
P3n9uin,1572,818852.7771,469426,1765,1656
Ballnator,692,1811719.75,1434039,21,10
IronAlex1202,1076,1259110.4,816090,28,42
YippeeKaiDay,861,1784978.878,1230061,101,69
Archivistt,594,2211959.5,1932311,7,0
hackark,1173,1082439.187,740496,340,338
HaunterKun,616,1725435.5,1601344,13,7
luckyems,768,1825338.526,1171797,46,16
ChimnySweep,340,2587269.5,2255254,25,28
Carovescence,1228,992579.303,663882,55,30
Deekay333,1168,1289393.525,883494,68,43
Brockstar,902,1522828.032,969423,42,22
Stxrm_105,782,1622477.421,935833,150,149
rhombezoid,522,2702285.5,2534304,2,3
krmt21,716,2140496.8,1930596,25,19
svwx,579,1885171,1885171,21,38
DunceDuck,1046,1288017.344,886407,56,48
Boxot,668,2114264.105,1289668,58,47
Inwizy,882,1359978.875,926435,18,17
Krosent,463,2086530.286,1322762,68,83
DameDaNee,1090,1310168.12,937147,44,31
Rahmations,1372,946667.8095,630434,208,182
1actualsalt,649,2645926.286,2013816,35,22
Mxpled,1075,1108411.692,770725,125,122
Droe415,396,3453573.25,2622537,32,33
AmarickMK,903,2073027.105,1260956,67,28
Rixzzs,1366,954158.1102,560155,350,314
12940,631,1890148.25,1588558,16,15
mralanman,1208,1121877.327,684151,1221,1223
wPoseidon,460,2411832.5,1864665,7,7
Luca_Crafter_,1050,1830498.182,1138519,86,50
smlls,575,1845049,969207,36,34
JinTheDoge,1243,908831.3704,612067,235,206
Rugbug_Redfern,875,1462578.2,1009929,48,47
CorkyCM,488,2742644.9,1748269,56,41
Juknow,901,1230766.31,729207,352,350
Lightning__MC,1163,1275159.378,857250,162,159
Goldam,1386,935678.3079,501875,820,819
sdnet,939,1218184.4,734439,87,94
Pxltaa,542,1510195,1343687,89,87
SkillzAR,613,2178981.429,1608568,31,16
maverick_lol,317,2225385,2225385,23,35
Pwears,933,1536289.65,1110626,34,8
Mr_Lucky777,267,1759578.385,1198337,112,205
5parky,460,4166155,4166155,6,3
OnlyHalf_,666,1891002.923,1184629,88,82
Tiller4343,409,2440943,1429566,47,59
MrShadow3009,763,1425414.8,1071152,78,77
Ebinezer,511,3135200,2469128,5,8
Rifros902,458,3553457,2005057,23,34
Adamx196,854,1531966.887,908834,151,131
ProjectBloom,966,1194585.818,995631,11,6
NotMangos,602,2203764,1464105,30,43
_Joshuaar,901,1189271.117,793188,184,174
cadomac123,892,1445598.5,1016713,68,43
WiiD3,704,1923746.444,1346022,21,3
BigPinky435,608,1724076,1328616,21,24
paghostembrace,1130,1044964.346,728014,116,121
Nuhbzz,606,2247153.875,1573928,23,17
SpectresKeep,376,1822181,1822181,12,11
PaulR1PP,976,1496746.808,857779,393,410
DrPineapple416,699,2027781.27,1294167,96,103
Denjanzi,979,1530512.458,968208,94,95
FlaminLavaCreep,621,1452427.167,1161397,11,8
FlippingG,544,1852366,1503479,22,30
LormPrime,569,2048972,1858316,5,0
b0iz,661,2267565.375,1178084,49,43
jacobbob09,521,3538002,3538002,8,5
SpookyFrank,745,1773424.97,1260497,108,91
isxyxh,729,1746713.5,1114838,73,56
EnderPandaII,643,2281475.813,1525610,37,26
Rail4,689,2169823.667,1911009,17,18
conman4562,804,1583293.5,1249608,10,9
Mnzur,617,2478521,1521728,49,47
homerow_asdf,763,2118101.375,1316116,41,21
Juswin,531,1803271,1803271,19,19
flexty,441,2089208.5,1154812,17,19
veggietales_bean,692,2088195.25,1996223,22,10
Twheels88,407,3276444.5,2805608,16,14
Luna_Clipse,900,1297240.71,813486,61,41
ace56527548836,719,1845828.5,1701845,41,30
TadeoLu,1081,1203337.875,871696,107,80
huell_babineaux_,,2843765,2843765,1,0
woofdoggo_,2001,672699.9917,474004,178,107
wplaceholdername,599,1882220.167,1416595,67,57
hajin_h,575,1918737.333,1536618,35,44
Hupp0,466,3791002,3791002,14,18
Limezii,570,2282452.444,1554638,38,41
mikeman59,535,2213487,2213487,8,9
alples33,669,1740452.571,1653698,34,23
proftoad,798,1578963.333,1014407,58,52
__8e7__,722,2715946.875,2003978,29,15
MTM3000,895,1543439.725,879247,88,76
abrakkadabra,606,2426363.6,2087602,36,35
NameInsert,955,1804817.063,1040848,80,42
D3rGulli,517,2226533.667,2125771,8,10
mlg12lj,944,1910782.566,1281429,101,76
Kruss14,809,1418360.429,1004856,21,11
peemuee,911,1325276.167,909672,52,77
MiniCuber,574,1572201,1555336,16,12
DontBeGreedy10,624,2071075,1437751,35,41
swip_r,794,1480166,1047641,107,102
NoManaSendHelp,686,1775151.778,1257160,44,33
hoidun,314,2286886.75,1547658,33,60
Hors3e,1365,876927.4854,531156,149,138
thelegitgabe,1231,1298358.615,814292,125,106
BowTurtle,1181,1115403.333,945347,17,11
ItsZel,957,1306765.898,846348,219,205
flockofBirds99,1364,1175405.376,741724,207,169
Glagglewarrior,795,1448742.833,963212,57,53
Y01ked,786,1650701.828,1173108,45,35
Flame123213213,664,1886624,1369796,22,17
Porglez,946,1440618.494,911183,146,121
Vance1243,912,1530224.706,1040476,133,124
L4ZERCOW,635,2632074.9,1879677,33,22
Renegade3301yt,773,1462605.179,1005410,99,94
EnderRobot,698,1499235.333,1112541,15,4
zonelouise,1030,1411881.833,965750,10,8
Captain_Denmark,808,1751772.25,1139557,27,13
Coreybird,1426,1018940.27,712703,186,122
AlexRedefined,625,1850103.75,1543331,30,29
xX1nfam0usXx,839,1436433.438,1024921,117,127
KARFALL_507,997,1316316.562,790647,288,282
TimTamWimWam,1153,1180267.729,800825,231,253
SuperTom332,437,1625715,1433884,5,12
Sal1nep,586,2180904,2180904,14,7
Gu1Gui0,425,2409187.667,1926491,43,47
zxgryphon,1035,1560950.883,1178154,121,92
Penguin12092,901,1578374.2,1029588,46,32
Retrobow,838,1978702.538,1305347,58,34
RawrDee,955,1334075,1098562,30,30
NLvU0,654,3213408.167,2352455,31,17
Ajopa,623,2768297.222,1909413,64,49
ReBlondo,402,3333135,3333135,14,32
ElCoyote07,619,1900885.192,1156247,122,123
Lqmq,1283,844000.0277,503424,1114,1106
Glowy_Orange,553,2339931,2339931,14,9
Joe_Og,693,1536505.969,1056741,127,143
maddnessoff,,2761823,2761823,4,1
ongabonga11,654,2066879.765,1401411,41,26
IsaacGoesInsane,510,2841120,2173164,11,10
bbrowning1,381,2265855,2107350,17,17
testicoal,613,2355939.462,1462588,53,53
ITSTEVN,586,1615879.75,1445602,18,23
Poil90,741,2154540.842,1614345,50,32
YORP_123,603,2519867.5,2201805,40,50
Sir_SauceALot,325,2106206.286,1531334,51,64
Yo_mikester,736,2488805.154,1624220,26,5
UnheardofGecko,1292,1160411.932,768087,89,84
Flippy_Penguin,627,1974558.667,1815123,7,2
CobaltFrog,601,3244502.5,2821153,45,36
adoge_666,588,2914232.885,1841390,133,109
D40YUAN,339,1051100,1051100,59,103
radlkal,675,1264431.25,994022,36,32
riveralx,906,1618442.121,985485,404,359
Shrooppp,478,2865335,2849693,17,12
YoungishFall,1205,1235846.243,734642,187,155
Nuggy73,1297,1024063.947,657788,62,50
arcgamer0509,926,1500215.784,1041038,82,68
IIXABII,1063,1060095.259,615872,429,417
Invence,743,1165361.235,887257,63,55
LachePro,458,1679730,1568895,23,32
ZoeEmerald,930,1553385,971019,58,41
DarkLord71,589,2616900,2518596,22,17
Telestic,651,1601945.6,1181737,14,10
_Lam21,586,2174574.8,1346770,31,23
KianTheBeast127,461,3126278.667,2222748,44,36
KitBunz,700,1526441.7,978621,265,282
itsCelsas,617,1390480.5,1220457,20,12
DilpickleGame,283,3601829,3471301,17,21
Plonkle,,3664284,3664284,1,1
WeCanBeeBees,1188,1251490.167,854318,90,65
ThunderBuddy22,802,2069902.125,1247287,31,14
TyR10,693,2632634.133,1528686,38,27
LandEaterServant,920,1250758.588,860977,29,35
Nagitora,863,1501466.809,1022801,118,109
Pixlmo,739,2276636.417,1656710,111,87
xenon__54,723,2271638.857,1596225,23,10
NoLimitsChenrui,1147,1758555.05,1093597,78,27
EpicJugador,501,2395448,2395448,29,32
hiyoumethod,1084,1494357.655,1002273,64,34
master1342,526,2191183.167,1612434,50,50
souphangover,987,1036268.5,797908,80,110
Dowqe,1431,825105.3816,559698,235,215
Vekp,1582,782077.0628,413780,1276,1106
Stinkbug123123,1008,1731700.36,1207845,54,32
CamSlam8,1299,1147657.861,760235,119,102
FatherJonn,613,1484795.889,1174037,28,34
RaYmOnDBeastm,535,1806177.333,1461708,12,17
WhereMyRupee,727,2036161.1,1491090,43,30
WadeWattsGunter,670,1582923.304,919722,124,117
smileeeboi,690,2143594,2143594,16,14
BaconBiscuit,509,3035162.333,2550484,15,7
BetterEdit,408,4090861,4090861,8,1
KimchihoGamer,665,1966654.667,1656183,44,31
functionaal,1046,1449305.841,845085,125,97
Nymeric_,1212,1223477.089,630248,121,111
KazeGMD,636,1598699.769,998807,88,107
Mihm21,684,1283909.115,976822,71,84
te_co,586,2034241.455,1328732,24,19
CrummyBandit,1149,1025610.178,649758,295,291
Jerren_goop,633,1835194,1635541,8,4
__Shqdow,441,2820485.857,1726910,43,46
Buzzaboo,1434,896226.1061,553983,466,370
Veloctie,1187,1287415.424,758525,167,154
Kraaafty,474,3121938.5,3056445,38,36
qufd,672,1163139,1163139,21,37
WhereIsUrCat,439,1686420,1420016,16,27
mohammeddhanii,673,2007388.429,1364205,31,22
reclutaa,942,1391707.35,1065415,31,24
everizz,1060,1162181.31,724938,131,131
mattman2864,809,1617691.519,926148,105,106
ZiGII,619,1775714.7,1158622,63,58
pixel_grip,642,2361627.333,1676263,28,26
Chase0119,594,2333264.647,1644921,302,284
Crussell15,289,2907773.25,2456405,34,39
BageI_,568,1983710,1829598,11,11
MilkyMitch,686,1681701.756,1016781,83,84
nisela,648,1801713.667,1543701,28,45
shmik_at_night,326,2603574.8,1916969,61,57
Holamoto,577,2553676,2553676,14,10
100ben,767,1234859.769,948024,99,158
Jus198,1215,1123972.042,861497,53,28
saamm1,1087,1246040.231,928180,25,12
Cupcake80819,570,1951557.111,1414988,54,65
NoKityHere,655,2658275,2638536,24,26
Crazy_Tecca,591,1694033,1694033,11,21
WeedEat3r,682,1558534,1408464,7,8
kingtut4,725,1512504.857,1073243,123,135
1CL0S,607,2681458.636,1936366,43,31
2South,869,2018710.04,1099379,139,112
Hollowized_,724,1632046.571,1069510,42,34
Styx_on_Gfuel,593,2785702,2785702,19,23
Nolezilla7,749,2123823.658,1206420,101,85
r_andy,293,3431557,3419833,5,9
A1rlesss,1451,890832.6774,557641,1014,969
Wryson,624,2051403,1694227,17,7
AuthentiCuber,679,1669825.417,1216615,72,85
RickyR_143,1332,977100.115,620821,422,392
Mellon_yx,1153,1024769.277,679765,282,279
NUGGETHEFIRST98,692,1883942.4,1495720,32,23
8BitClover,1546,872156.2755,522708,730,687
whlt,1061,1157494.75,1052205,7,6
Terra1149,928,1335642.273,1126569,15,13
nekolilynya,510,2252188.25,1622197,16,16
MichaelMVS,1249,1236426.662,740150,210,188
ShaneSt0ffer,1242,948289.875,682963,10,21
kiiroken_,619,2063106.48,1470734,56,47
pmmpokemon,960,1507387,1075742,81,80
LonelyNitsua,330,2019171.5,1494504,15,37
sozinha,804,2055557.588,1246485,53,30
shimcar,543,1466925,1466925,6,6
MEATWAGON_27,421,4500863.667,3596704,14,11
bdann,527,2439892,2439892,19,13
puxafumo,484,2361528,1793368,13,11
RunicWaffle,793,1642878.692,1296830,23,9
LonaxExert,535,2456846,2456846,9,17
Shoobols,686,1858383.667,1266003,13,8
Paltryyy,483,2416239.5,1705269,3,3
rainystay,955,1305285.189,861386,71,81
Noobicle1234,1057,1229407.6,929049,45,53
baske_o7,618,1968569,1736818,8,8
XponentBoss,644,1627733,1627733,17,20
Caspariann,879,1316990.683,885294,156,155
B1Gclifford,676,2050536.308,1383319,67,56
harueyo,407,3296632.5,2960279,17,19
shawcks,470,1505044,1357701,14,31
Onnam,849,1446522.444,1247478,20,10
SilenceLOVE,880,1221516.462,845710,72,77
NociamMC,677,1854370,1104868,183,169
Ibe4tWomen500000,634,1624155.5,1323447,40,40
Omin1,611,3148690.857,1771522,24,14
4loc,615,3320356,3320356,18,13
garrowpop,1049,1373188.324,959436,58,36
aTurtol,598,1774455.188,1122379,57,39
NotAHitman,555,2037659,1327628,46,40
DiamondLemone,482,2460241,2375901,9,12
notgnof,613,1533052.333,1403366,17,31
fillet_mignon111,679,1638204.5,1605758,9,5
_Carrot_Gaming_,648,1919513.444,1393873,16,4
ItsWinds,1006,1295293.933,919746,104,89
Lwck,,3022371,3022371,1,0
_Intro_,590,2497955.25,1996045,32,19
ZanderBuddy,824,1802769.167,1061400,23,4
Sistane,810,1885854.68,1165443,79,50
lelimeht,458,2911508,2911508,7,6
Lonkymydonkey,602,1821577,1821577,22,12
calebius,497,1998621.667,1842915,35,36
BlazeForDayzz,505,2247058,1380060,7,3
Boognacity,323,2740960,2740960,5,5
CRASHOUTEPSTEIN,935,1257992.491,736058,247,267
Liambrghini69420,652,1341145,944641,34,34
CraZcam,1129,1377916.412,896783,40,53
Thaon,973,1242407.418,805873,218,234
Zzylas,599,2012723,1656666,11,13
Ottvr,625,2719307,2719307,11,14
Gonnch,,2334797,2334797,2,1
_Onigiri,812,1540952.864,987611,43,28
JDubya71,537,1943754.125,1536168,33,36
FongDao,619,2363441.167,2048238,32,25
EggsEater,867,1557262.375,1189455,10,5
a_very_big_noob,733,1685889.545,1177111,61,66
noah1000000,682,1494832.382,937468,187,174
PlateofRavioli,641,2067500.583,1265211,30,19
taxevasion777,693,2722265.4,2112155,19,8
goat_pickle,867,1407925.143,957086,125,123
Broomlord,1278,1220646.421,791118,224,185
Sinerest,856,1605613,1211316,35,15
JayGee1,817,1629458.14,1032370,99,70
Wirdymgar,1091,1342177.126,813417,1023,991
S4rtox,976,1432664.087,889734,211,239
loocus_,396,1475189,1475189,8,40
ima_nooob,1091,1451774.323,922626,53,42
WakkaLives,639,2495928,1933881,28,26
PattyPatron,238,3654892,3654892,35,40
Gtap1,590,3760504,2426105,25,10
frog_soup1,523,2033419,2033419,5,7
mekanik0,1019,1414802.657,790685,194,168
james9___,745,1294919.192,831784,159,174
DokuseiGomibako,1240,1200471.19,741382,496,493
BEAR______,854,1884804.643,1366675,47,28
Magykal_,487,3465366,3465366,7,7
un3xp3ct3d,790,1283193.333,916649,39,35
boomgloomed,615,1981968,1981968,9,7
kd9761,587,2073921.88,1448535,91,79
gutzzyy,720,2365517.647,1508697,54,39
Hujo2828,881,1501750.857,1225203,11,22
ItzDazed,534,3507526,3507526,27,14
LostJoshuadesu,661,1955330.25,1358082,34,37
kush0,886,1556779.087,1034835,62,44
instagib_,1333,1075200.538,687260,402,375
FunkyeMonkey,1006,1241681.556,795774,35,37
cosyferret,426,3687806,3687806,4,6
Distill_,933,1377115.652,825898,204,193
Snakezy,1705,752661.359,442791,2262,2177
Tevinplays,1275,933927.1343,678332,249,243
Purple_Elephants,571,1662588,1662588,11,13
BLUMP596,722,2086837.5,1511755,13,2
alecc_mc,600,3408592,2357300,38,26
BUTTERYPOTAT,392,2554080,1990138,16,20
mynamalec132,409,1910572.75,1533684,22,36
itmightbe_Vid,1107,1377876.978,720506,199,163
StephieSquared,628,3385114,2261704,25,9
violetlord,1151,1107920.044,728662,213,203
SwbPoundcake,1303,993538.9943,601161,1100,1044
HotShot105,713,1633061.319,937732,236,228
Claximus,670,2199207,1938088,7,5
KidCool72,485,3827666.5,2623103,37,37
Jafe1,1030,1267201.886,844400,180,204
skyrider_007,939,1382543,1382543,7,10
_f1shb0wl,1340,1039779.654,633198,657,620
NgNhuTriNhan,718,1542793.8,1237425,91,128
UrAverageAsiann,568,2864326.75,2323742,23,21
muffnman42o,420,3213273,3213273,6,4
sujtsut,1260,1273500.571,782044,107,68
KingsWits,431,2884858.714,1992005,32,24
Boberlito,701,1321289.131,783801,233,248
4W3N0,563,2031400,2004460,4,1
EnderCorrupted,583,3250344.25,2765275,36,34
Seth084,996,1374698.567,947124,70,59
FaithfulDusk1,398,4069972,4069972,20,21
TheMuppet4,526,3047334,1864084,18,15
WedgwoodWarriorX,1009,1452885.261,960431,42,31
sichaels,860,1908345.255,1174117,178,176
Thereddalek72,519,2939791.8,2164183,25,24
SurtLord,892,1433330.5,933222,36,37
Uranic,868,1430827.932,913086,102,93
minecraftguy63,778,1772563.815,1105544,114,87
skywide,525,2684620.4,2156564,26,15
Electrollyte_,,2573532,2573532,2,0
Sidh4rth,577,2175850.75,1933608,28,29
SnowyKirbs,1123,1459348.432,982094,53,19
Squirmy47,421,3346914.333,2019134,5,4
DeathForfeitBan,1197,907328.2212,627273,214,218
evilBlayk,314,1830967,1830967,5,20
matiudagrat,767,1854758.152,1062230,111,86
peekha,1075,1254297.75,1083248,5,1
watariii71313,970,1430023.657,916795,202,232
SWACDecoooo,826,1477202,1368657,6,11
FalconofTheEast,617,1905299.462,1379810,92,84
SXCHX,724,1657597.76,1374990,58,41
Jmann111v2,664,1544502.571,1132597,21,13
epim8,594,1795372.731,1207606,80,83
Duzks,1350,1138527.132,682518,546,518
MrSqueeg,922,1441333.5,824877,23,16
Vex_Strand,370,2717651,2717651,2,4
Jzerk_,1113,1301726.2,1009915,55,44
_bah_,464,2489479.667,2237658,16,12
FalconWasTaken,401,3384314,3384314,19,19
Nawnave,967,1436430.467,973319,84,67
MurfIsMe,647,1403813.833,1118377,92,96
myerDOT,1460,887846.1135,518233,550,558
OnlyInFrance,762,1709032.63,1124479,74,60
Oromiyaa,1517,873757.8442,509119,1338,1285
Scheub,1248,1212862.017,787204,152,140
ooLIVELYoo,738,1535597.043,1096225,46,35
bbf0,762,1877165.733,1174349,59,40
Dare_TD,351,3518712,3518712,11,11
oElishq,1114,1243496.852,717154,376,366
crokinole,921,1343903.652,879512,66,79
1Lotuss,574,2585295.6,1681086,24,23
Its_Willow7,694,2323641.667,1488894,66,45
Ayyladin,712,1973805.483,1304949,84,69
LordVadercraft,1217,1079712.25,781501,22,20
juuyiq,702,1746758.833,1237008,49,30
cameltowgrass,726,1910801.467,1113519,37,24
Purple2332,1001,1336947.867,1050856,28,24
StarSpike,795,1719019.161,1083834,90,71
Asinphi,1349,1120467.283,685987,97,70
BigBlocket,971,1384796.797,822542,130,96
59ark,795,1777376.789,1075666,111,95
Polver,516,2973396,2973396,23,21
IksinskiYT,388,3025656,3025656,25,31
Ishy123,770,1654178.563,937852,46,24
Sebbazjck,1086,1151445.75,931769,7,10
Raymond_V,736,1372065,1289007,8,16
p8ay,,1054709.328,593774,589,570
Strepensboy,897,1192420.096,754371,437,451
magocristal04,570,2227987.5,1819848,29,25
sRMo,1073,1054521.85,676845,65,67
Tyler22222,589,1402281,1272461,3,1
Demonace34,859,1583897.043,1032829,47,18
FireboyAaron42,879,1846376.6,1144996,63,35
atlas_ssb,391,3248460.5,2624978,20,18
MikeyBoie,1568,934071.0802,568011,831,794
Harrypotterpower,583,1967687.154,1499145,85,86
nassypoo,695,1664882.625,1114394,17,17
CornCoop,633,2915343,2915343,51,43
b1ur_,1831,790722.7898,455245,2164,1945
Saint_Penguin,725,1492053.667,1018078,33,16
O1iverr,1039,1513828.392,885615,146,121
Skymathmoril,641,1672009.854,925308,126,117
LilSasquatch1,400,2697217,2697217,9,5
ThatEpicCreeper,932,1476711.593,1080707,38,18
ticbits,1195,1121151.62,712068,222,256
Acosha,1051,1231218.5,813495,105,81
ShirtlessGuy07,1161,1734023.847,1041513,230,171
XanHMan,1013,1238650.36,927891,60,42
r3tr0flam3,802,1118808.842,863245,47,77
Ucaslay,1302,1108858.279,754991,122,102
thetruth36,950,1630708.5,1368216,18,23
CVVZZ,628,1237699.516,787983,174,194
Olag,548,2772994.5,2038245,16,13
lobella,686,1770494.588,1238655,53,47
Zzzelfy,590,2313547,2032320,4,3
SuSL0rd69,592,2054254,2054254,9,8
Tilted_Caillou,,1592334,1592334,5,1
moplkopl,702,2102526.25,1434052,36,26
connietheycookie,1102,1286096.188,925094,217,227
wizzkie,734,2105326,1483871,40,28
masa_ERC,1548,872510.9111,541116,294,225
PLUSULTRABEAM,475,3273620,3273620,13,17
LilTism,617,2425660.333,1503922,41,25
FUDYA,1288,1139520.329,715782,225,209
BBALL_HIPPO,709,2483773,2483773,17,42
CI1ck,1120,1035900.371,595141,69,58
Coryds33,309,3223113,2236270,15,16
AquaResumenes,746,1715125.4,1441497,12,29
funnytrees123,699,2209218.667,1664399,25,10
sillygirlfox,787,1764201.717,1062514,187,163
Tealser,770,1376933.571,857007,106,147
MadMan17,629,1898240.414,1189486,298,289
Falselnfo,653,1700209.75,1542792,18,10
Respawning_,1068,1229043.015,752869,156,148
n0zuK,470,3220638,3220638,20,30
0rangeCrusher,1092,1308123.343,843296,91,91
Domonster,719,2473931.636,1552778,32,16
Fuzbug,678,1710322,1192333,18,12
FourthDylan,1547,870998.087,503430,653,597
Chriskc2,574,1383346,1308629,28,27
Boograys,1194,1263610.595,866680,89,62
baker_n,497,3475830.75,1805835,73,67
ewm1000,940,1790558.176,1182009,44,18
jmshgs,468,2806108.667,1465453,46,50
LiKunai,527,2217004.5,2065719,43,47
me_real,874,1463049.323,1081392,58,53
clancyjr,1355,1044433.481,683073,223,195
tccpc,754,1278220.294,954639,66,49
YanhuangC,633,2011519.261,1318326,97,87
Royall_Elite,551,2055146,2055146,14,22
69Frosty420,1055,1130370.333,1055799,13,23
hillhunter2,655,1446021,1368338,10,4
ace110,673,1908861.143,1601316,17,7
atd2005,1199,1129359.704,711207,172,145
camdotexe,645,1519729.7,1124642,45,43
Spark_E24,706,1614222,998582,142,143
JuulTropper,905,1124045.6,815322,83,110
firstdayback,1365,910872.7625,620000,144,128
DJB_09,747,1381566.5,940096,119,130
yoonse0,641,1997945.424,1438453,94,99
friedland1,708,1268418.316,835061,42,80
Hnnjigg,608,2011252.667,1540503,34,29
DoubleVermin,464,2552584.5,2262634,21,10
astralproject,835,1560459.778,1024294,36,21
mruping,836,1622471.667,1184377,10,16
Snubagaff,1017,1362710.697,829275,124,120
EmojiMitchTTV,629,2593680.333,1790155,26,22
castlemasta,642,1902278.263,1371762,52,39
Artanis7290,1193,1116441.093,751342,234,231
zCloud,1201,1142085.955,785871,30,24
KimWOW,476,2210872,1963454,22,45
switchpalace,508,1417850,1417850,7,4
Kirkcrazy8,239,2867003,2867003,24,48
farkl_e,666,1918641.875,1510753,19,11
Fisherhawk2,412,2004943,2004943,30,21
himixr,714,2970297.222,1527326,36,19
flopingbird,1096,1171716.838,816995,57,53
NKEN11,750,2002132.6,1427288,41,26
samcraft108,785,2082327.455,1298874,47,33
Frolic,987,1369186.926,729244,136,105
Sir9Lives,775,1676693.286,1226079,16,13
MeBestAtGame,512,1905334,1627482,23,22
JohnBradleyIII,,2016002,2016002,1,2
eskargoat,734,1891035.636,1541273,46,34
mellow_rr,641,2417757,1848898,80,64
Haloz_,1036,1454086.09,920201,183,165
_words,761,1626987.485,1077192,113,99
Revoke_me,538,3118347.625,1883521,92,79
aumlet,1311,1002571.06,597881,86,84
nightlife47,945,1228404.786,922189,24,16
Tricksterish,1086,1426370.439,877819,84,47
Crashbfan65,1147,1247183.375,958469,13,6
abun_umbrellas,1115,1264054.534,804530,93,71
S1ch,678,1959348,1959348,16,24
yokeslet,842,1575451,1381364,54,80
Santisch,687,2206368.649,1557318,89,77
Mr_Hobo_Jobo,811,1494274.474,1181254,28,16
TyingCap,573,2136875.917,1416127,29,26
xsweetcheeks,685,1625831.636,1027142,180,187
Mafetus,461,2127496,2106443,19,31
Augstri,489,2555113,2555113,11,10
meebie,2140,675532.9099,394194,2640,2265
biro226,839,794155,599436,17,37
MeliBelly8301,383,2812100,2812100,16,14
lukedd_,514,2619582.75,2054457,7,5
KingC00chie,537,2078529.5,1807890,5,6
Benzul,750,1774390.053,1359287,39,23
Bobalafulla,1168,1279279.628,901661,63,39
TheCrazedTank,1704,676411.5728,485390,142,62
Zandaar,,1873032,1637197,6,8
Maurit0u,686,1481246.8,1355443,28,23
Simplexeon,516,2405853,2204072,24,16
SlymeWB,787,3002192,3002192,4,4
5occer,627,3217095.5,2031517,23,11
superman_J,1502,867456.4464,493114,1490,1441
TTVmetalvera,601,1760502.556,1250368,28,22
SnitchMC,1246,1270572.086,852840,175,146
Irritere,676,2260748,2038918,9,7
spaghetti444,577,2642146.188,1871830,49,44
ShadeOfPurity,587,1900041,1900041,3,5
PepperLIVE,698,1833602.125,1066041,62,37
Raye_Jaye,663,1920685,1223887,15,15
czavelson,407,3819701,3734965,21,26
arainkowo,,4450941,4450941,2,2
shiimarin,1028,1744038.97,1067063,70,38
Aglish,629,2494533.5,1796673,14,8
steve613,632,2240576.579,1325887,110,105
CeaTurtill,826,2243767.923,1294651,40,13
TheAverageDealer,250,2325055.625,1794539,82,101
CafeDesire,1013,1561995.9,1021863,42,6
Ethanol_16,623,3249836.6,2266356,30,15
fumi_0227,741,1573050.667,1523840,11,7
pizzablue337,651,2316201.25,1533994,51,43
RapidPulsar,1193,998517.9049,591835,1539,1548
Arrisay,667,2071637.909,1379915,62,37
MonstrosityMC,1103,1305012.857,978125,25,19
Renjifard,661,2476176.778,1863069,41,32
webbedclock29,678,1749824.6,1597762,11,7
lipointless,1056,1199025.094,856319,139,134
Bakkana_,367,2303663,2303663,6,8
CavernJoshua,572,1715384.75,1608386,35,27
Illy120,427,1743330.5,1662050,15,23
Microcontrollers,657,2451783.182,1871983,23,10
acrze,1283,1172867.203,707152,93,60
ansussy,588,2316263,2316263,9,4
